199804	NL	976
199804	TZ	756
199805	ML	146
199805	SZ	2152
199805	ZI	1037
199806	YI	586
199808	WI	8
199809	VI	8
199810	NZ	418
199811	GL	48
199811	MZ	895
199811	TI	1789
199812	SI	277
199901	GV	521
199901	NE	1
199901	TS	116
199903	LE	3489
199903	RS	23845
199904	KE	3478
199905	CV	16
199905	JE	20
199905	PS	2
199906	OS	542
199907	AV	13
199907	NS	46
199909	LS	12
199909	SB	3
199910	KS	3441
199910	RB	6448
199912	CE	1905
199912	IS	17005
200001	DO	71
200001	WZ	247
200002	CO	3209
200002	PL	2051
200003	BO	1576
200003	UZ	608
200004	AO	1584
200004	NL	640
200004	TZ	1278
200005	ML	382
200005	SZ	1171
200005	ZI	4462
200006	YI	667
200008	WI	19
200009	VI	38
200010	NZ	455
200011	GL	9
200011	MZ	1730
200011	TI	996
200012	SI	272
200101	GV	983
200101	NE	13
200101	TS	901
200103	LE	3451
200103	RS	30935
200104	KE	3242
200105	CV	36
200105	JE	20
200105	PS	134
200106	OS	380
200107	NS	12
200109	LS	24
200110	KS	3708
200110	RB	3084
200112	CE	1868
200112	IS	23941
200201	DO	35
200201	WZ	194
200202	CO	4592
200202	PL	2107
200203	BO	974
200203	UZ	1219
200204	AO	1552
200204	NL	909
200204	TZ	1236
200205	ML	414
200205	SZ	919
200205	ZI	4219
200206	YI	177
200208	WI	27
200210	NZ	368
200211	GL	39
200211	MZ	1563
200211	TI	1664
200212	SI	347
200301	GV	285
200301	TS	478
200303	LE	1414
200303	RS	22287
200304	KE	5660
200305	CV	90
200305	JE	9
200305	PS	60
200306	OS	399
200307	NS	23
200309	LS	3
200310	KS	5029
200310	RB	3562
200312	CE	1459
200312	IS	19406
200401	DO	101
200401	WZ	155
200402	CO	2480
200402	PL	2586
200403	BO	1027
200403	UZ	2521
200404	AO	2272
200404	NL	1427
200404	TZ	992
200405	ML	340
200405	SZ	1000
200405	ZI	3615
200406	YI	78
200408	WI	29
200409	VI	21
200410	NZ	468
200411	GL	16
200411	MZ	948
200411	TI	1092
200412	SI	417
200501	GV	242
200501	NE	1
200501	TS	232
200503	LE	7901
200503	RS	13724
200504	KE	6753
200505	CV	32
200505	JE	16
200505	PS	8
200506	OS	257
200507	NS	57
200509	LS	7
200510	KS	2558
200510	RB	1520
200512	CE	1701
200512	IS	7835
200601	DO	2
200601	WZ	120
200602	CO	1099
200602	PL	1640
